"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"48601-9",4,"OPA1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"48633-2",4,"Trypsinogen I Free [Mass/volume] in DBS","LP15929-0","Trypsinogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Trypsinogen","http://purl.obolibrary.org/obo/CHEBI_9766","Trypsinogen",NA,"LOINC provided mappings"
"48656-3",4,"Ganglioside GD1a Ab [Units/volume] in Serum by Immunoassay","LP66701-1","Ganglioside","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Ganglioside","http://purl.obolibrary.org/obo/CHEBI_28892","",NA,"BioPortal mapping"
"48668-8",4,"Protein fractions.oligoclonal bands.intrathecal [Presence] in Serum and CSF","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"48670-4",4,"IgVH gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"48683-7",4,"Streptococcus agalactiae DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"48719-9",4,"Coxiella burnetii phase 2 IgG Ab [Presence] in Serum by Immunofluorescence","LP16682-4","Coxiella burnetii","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Coxiella burnetii","http://purl.obolibrary.org/obo/NCBITaxon_777","Coxiella burnetii",NA,"LOINC provided mappings"
"48720-7",4,"Coxiella burnetii phase 1 IgG Ab [Presence] in Serum by Immunofluorescence","LP16682-4","Coxiella burnetii","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Coxiella burnetii","http://purl.obolibrary.org/obo/NCBITaxon_777","Coxiella burnetii",NA,"LOINC provided mappings"
"48726-4",4,"JAK2 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"48795-9",4,"Fibrosis score","LP29289-3","Liver","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Liver","http://purl.obolibrary.org/obo/UBERON_0002107","",NA,"BioPortal mapping"
"48865-0",4,"Ehrlichia ewingii DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"48866-8",4,"Ehrlichia sp DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"48979-9",4,"TSC1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"48980-7",4,"TSC2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"49010-2",4,"Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma","LP16772-3","Platelet","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Platelet","http://purl.obolibrary.org/obo/CL_0000233","",NA,"BioPortal mapping"
"49010-2",4,"Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma","LP35677-1","Adenosine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Adenosine","http://purl.obolibrary.org/obo/CHEBI_16335","adenosine",NA,"LOINC provided mappings"
"49010-2",4,"Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma","LP15325-1","Adenosine diphosphate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Adenosine diphosphate","http://purl.obolibrary.org/obo/CHEBI_22252","adenosine diphosphate",NA,"LOINC provided mappings"
"49010-2",4,"Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma","LP29282-8","Platelet aggregation","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Platelet aggregation","http://purl.obolibrary.org/obo/GO_0070527","",NA,"BioPortal mapping"
"49061-5",4,"Hepatic iron index","LP15677-5","Iron","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Iron","http://purl.obolibrary.org/obo/CHEBI_18248","iron atom",NA,"LOINC provided mappings"
"49228-0",4,"Porphobilinogen deaminase [Enzymatic activity/mass] in Red Blood Cells","LP14481-3","Porphobilinogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Porphobilinogen","http://purl.obolibrary.org/obo/CHEBI_17381","porphobilinogen",NA,"LOINC provided mappings"
"49244-7",4,"Alpha 1 antitrypsin phenotyping [Interpretation] in Serum or Plasma Narrative","LP14643-8","Alpha 1 antitrypsin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Alpha 1 antitrypsin","http://purl.obolibrary.org/obo/PR_000014678","",NA,"BioPortal mapping"
"49254-6",4,"Bile acid pattern [Interpretation] in Urine Narrative","LP15443-2","Bile","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bile","http://purl.obolibrary.org/obo/UBERON_0001970","",NA,"BioPortal mapping"
"49254-6",4,"Bile acid pattern [Interpretation] in Urine Narrative","LP15444-0","Bile acid","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bile acid","http://purl.obolibrary.org/obo/CHEBI_3098","bile acid",NA,"LOINC provided mappings"
"49263-7",4,"Fatty acids.very long chain pattern [Interpretation] in Serum or Plasma Narrative","LP14488-8","Fatty acids","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids","http://purl.obolibrary.org/obo/CHEBI_35366","fatty acid",NA,"LOINC provided mappings"
"49263-7",4,"Fatty acids.very long chain pattern [Interpretation] in Serum or Plasma Narrative","LP18035-3","Fatty acids.very long chain","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids.very long chain","http://purl.obolibrary.org/obo/CHEBI_27283","very long-chain fatty acid",NA,"LOINC provided mappings"
"49269-4",4,"Homovanillate and Creatinine [Interpretation] in Urine Narrative","LP14355-9","Creatinine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Creatinine","http://purl.obolibrary.org/obo/CHEBI_16737","creatinine",NA,"LOINC provided mappings"
"49269-4",4,"Homovanillate and Creatinine [Interpretation] in Urine Narrative","LP15096-8","Homovanillate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Homovanillate","http://purl.obolibrary.org/obo/CHEBI_133744","homovanillate",NA,"LOINC provided mappings"
"49283-5",4,"Metanephrine and Normetanephrine [Interpretation] in Urine Narrative","LP14463-1","Metanephrine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Metanephrine","http://purl.obolibrary.org/obo/CHEBI_89633","Metanephrine",NA,"LOINC provided mappings"
"49283-5",4,"Metanephrine and Normetanephrine [Interpretation] in Urine Narrative","LP15749-2","Normetanephrine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Normetanephrine","http://purl.obolibrary.org/obo/CHEBI_89951","Normetanephrine",NA,"LOINC provided mappings"
"49293-4",4,"Oligoclonal bands [Interpretation] in Cerebral spinal fluid by Electrophoresis Narrative","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"49297-5",4,"Protein Fractions [Interpretation] in Serum or Plasma by Immunofixation Narrative","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"49500-2",4,"Calcium oxalate dihydrate/Total in Stone by Infrared spectroscopy","LP15761-7","Oxalate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxalate","http://purl.obolibrary.org/obo/CHEBI_132952","oxalate",NA,"LOINC provided mappings"
"49500-2",4,"Calcium oxalate dihydrate/Total in Stone by Infrared spectroscopy","LP15257-6","Calcium","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Calcium","http://purl.obolibrary.org/obo/CHEBI_22984","calcium atom",NA,"LOINC provided mappings"
"49503-6",4,"Neutrophil cytoplasmic Ab.perinuclear.atypical [Titer] in Serum by Immunofluorescence","LP16686-5","Neutrophil","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Neutrophil","http://purl.obolibrary.org/obo/CL_0000775","",NA,"BioPortal mapping"
"49543-2",4,"Deprecated Calcidiol+Calciferol [Mass/volume] in Serum or Plasma","LP15455-6","Calcidiol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Calcidiol","http://purl.obolibrary.org/obo/CHEBI_17933","calcidiol",NA,"LOINC provided mappings"
"49543-2",4,"Deprecated Calcidiol+Calciferol [Mass/volume] in Serum or Plasma","LP15553-8","Calciferol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Calciferol","http://purl.obolibrary.org/obo/CHEBI_28934","vitamin D2",NA,"LOINC provided mappings"
"49612-5",4,"Salmonella sp DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"49631-5",4,"ATN1 gene allele 1.CAG repeats [Entitic number] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"49637-2",4,"HTT gene allele 1.CAG repeats [Entitic number] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"49638-0",4,"HTT gene allele 2.CAG repeats [Entitic number] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"49659-6",4,"HIV reverse transcriptase susceptibility panel by Genotype method","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"49747-9",4,"Cocaine+Benzoylecgonine [Presence] in Serum or Plasma by Screen method","LP16048-8","Cocaine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cocaine","http://purl.obolibrary.org/obo/CHEBI_27958","cocaine",NA,"LOINC provided mappings"
"49747-9",4,"Cocaine+Benzoylecgonine [Presence] in Serum or Plasma by Screen method","LP16047-0","Benzoylecgonine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Benzoylecgonine","http://purl.obolibrary.org/obo/CHEBI_41001","ecgonine benzoate",NA,"LOINC provided mappings"
"49852-7",4,"Oligoclonal bands [#] in Cerebral spinal fluid by Isoelectric focusing","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"49857-6",4,"SMN1 gene+SMN2 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"49896-4",4,"Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"49896-4",4,"Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"49914-5",4,"Legionella pneumophila 1+2+3+4+5+6 IgM Ab [Presence] in Serum","LP16720-2","Legionella pneumophila","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Legionella pneumophila","http://purl.obolibrary.org/obo/NCBITaxon_446","Legionella pneumophila",NA,"LOINC provided mappings"
"49914-5",4,"Legionella pneumophila 1+2+3+4+5+6 IgM Ab [Presence] in Serum","LP17705-2","Legionella pneumophila 1","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Legionella pneumophila 1","http://purl.obolibrary.org/obo/NCBITaxon_66976","Legionella pneumophila serogroup 1",NA,"LOINC provided mappings"
"50194-0",4,"Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma","LP15492-9","Cholesterol.in VLDL","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol.in VLDL","http://purl.obolibrary.org/obo/CHEBI_47773","very-low-density lipoprotein cholesterol",NA,"LOINC provided mappings"
"50194-0",4,"Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"50194-0",4,"Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma","LP15490-3","Cholesterol.in IDL","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol.in IDL","http://purl.obolibrary.org/obo/CHEBI_132933","intermediate-density lipoprotein",NA,"LOINC provided mappings"
"50222-9",4,"Broad casts [Presence] in Urine by Computer assisted method","LP14044-9","Casts","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cast","http://purl.obolibrary.org/obo/OGG_3000000831","cast",0,"ols text search exact matches"
"50225-2",4,"Epithelial cells.non-squamous [Presence] in Urine by Automated","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"50234-4",4,"Mixed cellular casts [Presence] in Urine by Computer assisted method","LP14044-9","Casts","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cast","http://purl.obolibrary.org/obo/OGG_3000000831","cast",0,"ols text search exact matches"
"50239-3",4,"Urate crystals amorphous [Presence] in Urine by Computer assisted method","LP16849-9","Crystals","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","crystal","http://purl.obolibrary.org/obo/FOODON_03430143","crystal",0,"ols text search exact matches"
"50239-3",4,"Urate crystals amorphous [Presence] in Urine by Computer assisted method","LP15935-7","Urate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urate","http://purl.obolibrary.org/obo/CHEBI_46818","urate anion",NA,"LOINC provided mappings"
"50377-1",4,"von Willebrand factor (vWf).collagen binding activity actual/normal in Platelet poor plasma by Immunoassay","LP18176-5","Collagen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Collagen","http://purl.obolibrary.org/obo/CHEBI_3815","",NA,"BioPortal mapping"
"50378-9",4,"von Willebrand factor (vWf).collagen binding activity/von Willebrand factor Ag [Ratio] in Platelet poor plasma by Immunoassay","LP18176-5","Collagen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Collagen","http://purl.obolibrary.org/obo/CHEBI_3815","",NA,"BioPortal mapping"
