"FK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","""COUNT(1)"""
235514,Methylmalonic Acid,Methylmalonic Acid PAH,,42
235699,Cystogram Simple,Cystogram Simple PAH,,42
1189003,VLDL,Q VLDL,,42
1407070,Q MUMPS VIRUS ANTIBODY (IGG),Q MUMPS VIRUS ANTIBODY (IGG),,42
9656006,C FIBROSURE - GAMMA-GLUTAMYL TRANS. (GGT),C FIBROSURE - GAMMA-GLUTAMYL TRANS. (GGT),"2324-2",42
11921715,HCV LOG10,HCV LOG10 (LC),,42
11927202,"CALCIUM CHANNEL, AB P/Q-TYPE","CALCIUM CHANNEL, AB P/Q-TYPE (LC)",,42
11842258,% CD19,% CD19 (CCH),"20593-0",42
11842381,"PNEUMOCOCCAL SEROTYPE 14, IGG","PNEUMOCOCCAL SEROTYPE 14*, IGG (CCH)","27387-0",42
11844381,"PNEUMOCOCCAL SEROTYPE 23F, IGG","PNEUMOCOCCAL SEROTYPE 23F*,IGG (CCH)","27389-6",42
170857,PLATELET AGGREGATION EPINEPHRINE,C PLATELET AGGREGATION,"5996-4",42
167144,CATECHOL TIME,CATECHOL TIME,"30211-7",42
4534017,C IFE REFLEX,C IFE REFLEX,,42
5473003,"C2, SERUM","Q C2, SERUM",,42
9657005,C FIBROSURE - FIBROSIS SCORE,C FIBROSURE - FIBROSIS SCORE,"48795-9",42
11925274,MRSA SCREENING CULTURE,MRSA SCREENING CULTURE (LC),,42
11928198,"STRIATIONAL (STRIAT. MUSCLE), AB","STRIATIONAL (STRIAT.MUSCLE),AB (LC)",,42
11929196,"CRMP-5 IGG, S","CRMP-5 IGG, S (LC)",,42
11930196,"CALCIUM CHANNEL, AB N-TYPE","CALCIUM CHANNEL, AB N-TYPE (LC)",,42
11845380,PNEUMO SEROTYPE INTERPRETATION,PNEUMO SEROTYPE INTERPRETATION (CCH),"42771-6",42
18586003,"6FFBF2E7-78F7-4B2A-9F06-FCBAE435DC39",HW SDM - KNEE QUESTION 1,,42
19212003,AlloMap Score,AlloMap Score,,42
226441,Urine Glucose mg/dL,Urine Glucose mg/dL (UGLU MG/DL),,42
232610,Outfilms Bone Scan Total Body HUP,Outfilms Bone Scan Total Body HUP,,42
239557,HLA-B27,LEAN  HLA-B27,,42
1186002,CHOLESTEROL HIGH DENSITY LIPOPROTEIN,Q HDL CHOLESTEROL,"2085-9",42
2856003,RETICULIN AB IGA,Q RETICULIN AB IGA,,42
773008,UREA NITROGEN,UREA NITROGEN,"3094-0",42
9255005,"6 MMP","6 MMP",,42
9655005,C FIBROSURE - ALANINE AMINOTRANS (P5P),C FIBROSURE - ALANINE AMINOTRANS (P5P),"1743-4",42
9658003,C FIBROSURE - NECROINFLAMM. ACTIVITY GRADE,C FIBROSURE - NECROINFLAMM. ACTIVITY GRADE,"48793-4",42
9859003,C FIBROSURE - FIBROSIS STAGE,C FIBROSURE - FIBROSIS STAGE,"48794-2",42
11922741,PHENOBARBITAL,"PHENOBARBITAL, SERUM (LC)",,42
11928197,"PURKINJE CELL CYTOP. AB, TYPE 1","PURKINJE CELL CYTOP.AB,TYPE 1 (LC)",,42
11843382,"PNEUMOCOCCAL SEROTYPE 8, IGG","PNEUMOCOCCAL SEROTYPE 8, IGG (CCH)","27113-0",42
227616,NAPA.,NAPA PAH,,42
2862003,DNA AB (DS) (CRITHIDIA),Q DNA AB (DS) (CRITHIDIA),,42
3377004,STRAWBERRY (F44) IGE,Q STRAWBERRY (F44) IGE,,42
9628006,HPVG SOURCE,HPVG SOURCE,"31208-2",41
10413010,Chitotriosidase,Chitotriosidase,,41
11915059,HEPATITIS B CORE AB TOTAL,HEPATITIS B CORE AB TOTAL (Q),,41
18033183,LSSAPCP,LEFT SS AP CALF PROX,,41
228177,PBUS Adj Ideal Body Wt,PBUS AIBW (prompt),,41
9627006,HPV GENOTYPE 18/45 BY TMA,HPV GENOTYPE 18/45 BY TMA,"59264-2",41
9614003,"EER Iron, Liver","EER Iron, Liver",,41
11914901,VALUE OF LAST VIRAL LOAD,VALUE OF LAST VIRAL LOAD (Q),,41
18179011,ABD AORTA GRAFT DISTAL ATTACH RIGHT AP,ABDOMINAL AORTA GRAFT DISTAL ATTACH RIGHT AP,,41
8735009,SECOBARBITAL,Q SECOBARBITAL,"19695-6",41
9629006,HPV GENOTYPE 16 BY TMA,HPV GENOTYPE 16 BY TMA,"59263-4",41
11918747,"BILE ACIDS, TOTAL",BILE ACIDS (LC),,41
227179,PBUS Weight,PBUS Weight (prompt),,41
227297,Busulfan Target Range,PBEG Target (prompt),,41
228434,Tyrosine Crystals,Tyrosine Crystals,,41
234663,MRI LE Non Joint without Contrast,MRI LE Non Joint without Contrast PAH,,41
239531,US Pleural,US Pleural PAH,,41
9338004,HLA DQ2,HLA DQ2,"10843-1",41
11921079,VITAMIN E(ALPHA TOCOPHEROL),VITAMIN E(ALPHA TOCOPHEROL) (LC),,41
11924938,"ZINC, WHOLE BLOOD","ZINC, WHOLE BLOOD (LC)",,41
18056003,PHENCYLCLIDINE (PCP) URINE,PCP (PHENCYCLIDINE),"18392-1",41
226178,PBUS Date,PBUS Date (prompt),,41
226179,PBUS Time,PBUS Time (prompt),,41
229752,IREM,UNKNOWN item template,,41
5153017,MEDIA TYPE,C MEDIA TYPE,,41
9337004,HLA DQ8,HLA DQ8,,41
11912072,LH,LH (Q),"10501-5",41
231989,Cryptosporidium Only,LEAN Cryptosporidium Only,,41
226709,African American Male eGFR,African American Male eGFR,,41
228708,Non-African American Male eGFR,Non-African American Male eGFR,,41
4862730,Misc. Sero Test,Miscellaneous Serology Test,,41
5109009,B PERT IGA IB,C B PERT IGA IB,"29672-3",41
8713005,AMOBARBITAL,Q AMOBARBITAL,"11230-0",41
10589005,PREALBUMIN,PREALBUMIN,,41
235556,Mumps IgG,LEAN Mumps IgG,,41
239622,Ribs Bilateral 4+ Views PMC,Ribs Bilateral 4+ Views PMC,,41
226506,Mass Results,Mass Results,,41
228505,Composition Result,Composition Result,,41
237115,US Pelvic Limited,US Pelvic Limited PAH,,41
237531,US Retroperitoneum Survey,US Retroperitoneum Survey PAH,,41
4869042,Site Cap,Draw Site Capillary,"20506-2",41
8714007,BUTALBITAL,Q BUTALBITAL,"11071-8",41
8736008,PHENOBARBITAL,Q PHENOBARBITAL,"3950-3",41
11920465,AG METHOD,BACKGROUND: (LC),,41
15261003,FMR1 METHYLATION ANALYSIS,FMR1 METHYLATION ANALYSIS,,41
18589003,BF31AD83-C34A-4DFE-A4F7-DB9E301DD508,HW SDM - KNEE QUESTION 2,,41
227178,PBUS Dose,PBUS Dose (prompt),,41
228178,PBUS Dose#,PBUS Dose# (prompt),,41
230809,MRI Chest w&wo Gad HUP,MRI Chest w&wo Gad HUP,,41
235375,.AV Dialysis Shunt,AV Dialysis Shunt,,41
229486,Extremity Angio Unilateral,Extremity Angio Unilateral PAH,,41
171962,PMC NON-GYN CYTOLOGY REPORT,PMC NON-GYN CYTOLOGY REPORT,,41
1407023,Q CLASS,Q CLASS,"15729-7",41
1413024,GLUTEN (F79) IGE,Q GLUTEN (F79) IGE,"6125-9",41
1409142,Q SOURCE,Q SOURCE,,41
4855424,Ethosux Lvl,Ethosuximide Level,"3616-0",41
4862455,Final Report,Final Report,,41
164325,BLOOD CULTURE,BLOOD CULTURE,,41
18037076,RRADMAX,UPPER ARTERIAL RIGHT ARM PROX RADIAL SYS MAX,,41
226297,Busulfan Ending Target,PEND Target (prompt),,41
234915,.Ribs Bilateral 4+ Views,Ribs Bilateral 4+ Views,,41
4858371,Doxepin Lvl,Doxepin Level,"3579-0",41
4862472,FTA-ABS IgG PAH,Fluorescent Treponemal Antibody Absorption,"17726-1",41
4862777,Nordoxepin,Nordoxepin,"3862-0",41
5156015,NEISSERIA GONORROHOEAE BY PCR,C N GONORRHOEAE AMPLIFIED DETECTION,"43305-2",41
5157014,C TRACHOMATIS BY TMA,C TRACHOMATIS BY TMA,"21613-5",41
164502,DIGOXIN,DIGOXIN,,41
7463003,SMEAR FOR DR.,C SMEAR FOR DR.,,41
171287,TIME 5,TIME 5,,40
4866261,Ur 17-Ketoster,Ur 17-Ketosteroids,"6766-0",40
4860330,CSF Toxo IgG Ab,CSF Toxo IgG Ab,"30568-0",40
4269023,UROVYSION FISH,C UROVYSION FISH,,40
9169004,DRAW DATE 3,DRAW DATE 3,,40
9302006,Procollagen I Intact N-TP,Procollagen I Intact N-TP,"47255-5",40
11374008,MUTATIONS ANALYZED,Q MUTATIONS ANALYZED,,40
11918627,HCV NS5A SUBTYPE,HCV NS5A SUBTYPE (Q),,40
11919053,"P E INTERPRETATION, S","P E INTERPRETATION, S (LC)",,40
230926,.Pelvis Complete Minimum 3 Views,Pelvis Complete Minimum 3 views,,40
228850,Ur Sodium,UNKNOWN item template,,40
4859279,Clorazepate Lvl,Clorazepate Level,"3498-3",40
3446002,CYCLOSPORA AND ISOSPORA EXAMINATION,Q CYCLOSPORA AND ISOSPORA EXAMINATION,,40
5155015,VIRAL LOAD,C VIRAL LOAD,"8251-1",40
4870250,UL 97,UL 97 mutation,"33631-3",40
166143,CF RESULT,CF RESULT,,40
11911451,ABSOLUTE CD8+ CELLS,ABSOLUTE CD8+ CELLS (Q),,40
11913449,HELPER/SUPPRESSOR RATIO,HELPER/SUPPRESSOR RATIO (Q),,40
11920224,SMITH ANTIBODIES,SMITH ANTIBODIES (LC),,40
11844280,CSF OLIGOCLONAL BANDS,CSF OLIGOCLONAL BANDS (CCH),"12782-9",40
18033074,LAXILMAX,UPPER ARTERIAL LEFT ARM AXILLARY SYS MAX,,40
160696,PINWORM PR,PINWORM PR,,40
160500,"NMO-IGG, CSF","C NMO-IGG, CSF",,40
4859002,+12 (Interp),+12 (Interp),,40
5029020,HD Specimen,HD Specimen,"31208-2",40
8275003,AMERICAN COCKROACH (I206) IGE,Q AMERICAN COCKROACH (I206) IGE,,40
9549005,BRCA2 SEQUENCING,BRCA2 SEQUENCING,,40
11918671,ESTIM. AVG GLU (EAG),ESTIM. AVG GLU (EAG) (LC),,40
11925285,"INFLUENZA B AG, EIA","INFLUENZA B AG, EIA (LC)",,40
18037296,SERA,STRESS ECHO RECOVERY A,,40
170953,"5 HOUR GLUCOSE TOLERANCE - 5 HOUR",C GLUCOSE 300 MIN,"26543-9",40
234490,.CT 3-D Imaging Body,CT 3-D Imaging Body,,40
237730,Venogram Extremity Unilateral,Venogram Extremity Unilateral PAH,,40
4867198,Total Dox,Total Doxepin & Nordoxepin,"3582-4",40
4270021,INHIBIN-A (DIMER),C INHIBIN-A (DIMER),"23883-2",40
4433003,SEROTYPE 57 (19A),Q SEROTYPE 57 (19A),,40
4528016,C HIV VL LOG,C HIV VL LOG,,40
772008,CARBON DIOXIDE,CARBON DIOXIDE,"2028-9",40
11912035,"24HR URINE CREATININE","CREATININE, 24 HOUR URINE (Q)",,40
11913538,"SALMONELLA AND SHIGELLA, CULTURE","SALMONELLA AND SHIGELLA, CULTURE (Q)",,40
1413040,Q CULTURE,Q CULTURE,,40
4858197,C8 Complement,C8 Complement,"4509-6",40
5158012,VIRAL LOAD DATE,C VIRAL LOAD DATE,"19151-0",40
9549004,BRCA1 SEQUENCING,BRCA1 SEQUENCING,,40
11913476,SJOGREN'S ANTIBODY (SS-A),SJOGREN'S ANTIBODY (SS-A) (Q),,40
11841371,OLIGOCLONAL BANDS IN CSF/SERUM,OLIGOCLONAL BANDS IN CSF/SERUM (CCH),"49852-7",40
14940003,"NEUROMYELITIS OPTICA/AQP4-IGG, SERUM","NEUROMYELITIS OPTICA/AQP4-IGG, SERUM",,40
171157,PLATELET AGG RISTOCETIN,C PLATELET AGG RISTOCE,"5998-0",40
230300,.Transhep Cholan,Transhep Cholan,,40
11844313,HEPATITIS BE AG,HEPATITIS BE AG (CCH),"13954-3",40
159285,DIG ROUTE,DIG ROUTE,,40
231533,Nortriptyline (NORTRP),LEAN Nortriptyline (NORTRP),,40
229781,Aspiration Fluoro Guidance,Aspiration Fluoro Guidance PAH,,40
235517,Nephrostomy Tube Change,Nephrostomy Tube Change PAH,,40
1412122,HEPATITIS C ANTIBODY,"Q DONOR, HEPATITIS C ANTIBODY (ANTI HCV)",,40
4531015,C HIV VL COPIES,C HIV VL COPIES,,40
4533012,HIV QNT INTERP,C HIV QNT INTERP,,40
4862002,+12 (Number of Cells),+12 (Number of Cells),,40
4973002,RAM,Q RAM,,40
8818021,"MYOGLOBIN, SERUM","Q MYOGLOBIN, SERUM","2639-3",40
8982028,OP OT NOTE - PROGRESS NOTE- LSVT,OP OT NOTE - PROGRESS NOTE- LSVT,,40
9690018,TV Iodine Ur,,"19153-6",40
11911338,ESTRADIOL,ESTRADIOL (Q),,40
11914451,% CD8 (SUPPRESSOR T CELLS),% CD8 (SUPPRESSOR T CELLS) (Q),,40
231513,Varicella IGG Antibody (Immune Status),Varicella IGG Antibody (Immune Stat) PAH,,40
159975,TIME 4,TIME 4,,40
1412006,POTASSIUM/CREAT RATIO,Q POTASSIUM/CREAT RATIO,"33949-9",40
11844224,WBC CASTS,WHITE BLOOD CELL CASTS (CCH),"53279-6",40
11842372,INTERPRETATION/SPECIAL CHEM,INTERPRETATION/SPECIAL CHEM (CCH),"49293-4",40
11919280,"INFLUENZA A AG, EIA","INFLUENZA A AG, EIA (LC)",,40
13045010,VITAMIN D(LC),VITAMIN D(LC),,40
163701,ISOPROPANOL,C ISOPROPANOL,"5669-7",40
171223,RESULT,RESULT,,40
226288,Fatty  Cast,Fatty Cast,,39
237605,.Veno Extrem Unilateral,Veno Extrem Unilateral,,39
398002,Y CHROMOSOME DELETION ANALYSIS,C Y CHROMOSOME DELETION ANALYSIS,,39
4859331,C Trac DK IgA,C Trachomatis (DK) IgA,"14199-4",39
4862315,C Psittaci IgA,C Psittaci IgA,"6915-3",39
4263025,"ALLERGEN, FOOD, BEEF IGE","C ALLERGEN, FOOD, BEEF IGE","6039-2",39
5082016,SureswBactVagin,Sureswab Bacterial Vaginosis,"46154-1",39
9106004,HLA CSANTI,HLA CSANTI,,39
12366029,DRVVT CONFIRM,DRVVT CONFIRM (Q),"52756-4",39
11845283,COXSACKIE A16 AB,COXSACKIE A16 AB (CCH),"6688-6",39
18035230,RBASAPFAD,RIGHT BASC AP FA DIST,,39
163203,PANCREATIC ISOENZYME,C PANCREATIC ISOENZYME,,39
226295,Calculus Analysis Type,Calculus Analysis Type (prompt),,39
227239,Length,Length,,39
235128,.Skull Complete 4+ Views,Skull Complete 4+ Views,,39
237030,MRI Upper Extrem. No JT wo Contrast PMC,MRI Upper Extrem. No JT wo Contrast PMC,,39
239235,MR NECK WO IV CONTRAST,MR NECK WO IV CONTRAST,,39
230889,Myoglobin Urine,Myoglobin Urine PAH,,39
231792,Esophagus Single Contrast,Esophagus Single Contrast PAH,,39
4859955,PTidal Volume,PTidal Volume,"20112-9",39
4861779,Normal Cell 5q31-5 (Interp),Normal Cell 5q31-5 (Interp),,39
4856314,C Pneumo IgA,C Pneumoniae IgA,"6912-0",39
4861315,C Pneumo Int,C Pneumoniae Interpretation,"50612-1",39
4862331,C Trac DK IgG,C Trachomatis (DK) IgG,"6919-5",39
4532026,"C DRVV, PAT","C DRVV, PAT",,39
4859063,AFP Interp,AFP Interpretation,"41273-4",39
11912478,SJOGREN'S ANTIBODY (SS-B),SJOGREN'S ANTIBODY (SS-B) (Q),,39
11841062,FINAL RESULT,FINAL RESULT (CCH),,39
16951003,"SCREEN, URINE INTERPRETATION","SCREEN, URINE INTERPRETATION",,39
17640003,IDH1,IDH1,,39
159258,FREE ERYTHRO. PROTOP,C FREE ERYTHRO. PROTOP,,39
226478,Weight of Stone,Weight of Stone,,39
4856779,Normal Cell 5q31-5 (Number of Cells),Normal Cell 5q31-5 (Number of Cells),,39
4870124,S PCP Conf,Serum PCP Confirmation,"8235-4",39
1407128,"DONOR, WEST NILE VIRUS","Q DONOR, WEST NILE VIRUS",,39
1408100,Q SOURCE,Q SOURCE,,39
2693003,FHA IGG,Q FHA IGG,,39
4855316,C Psittaci IgM,C Psittaci IgM,"6917-9",39
4861316,C Psittaci Int,C Psittaci Interpretation,"44081-8",39
4862314,C Pneumo IgG,C Pneumoniae IgG,"6913-8",39
4264025,ASPERGILLUS FUMIGATUS #3,C ASPERGILLUS FUMIGATUS #3,"15151-4",39
4270025,ASPERGILLUS FUMIGATUS #6,C ASPERGILLUS FUMIGATUS #6,"6809-8",39
14083003,CONTROL CLEAR BACKGRD,CONTROL CLEAR BACKGRD,,39
11841283,COXSACKIE A10 AB,COXSACKIE A10 AB (CCH),"9750-1",39
228039,Color,Color,,39
228439,Urine Uric Acid mg/dL,Urine Uric Acid mg/dL,,39
171816,% FIO2,FIO2 (PROMPT),"19994-3",39
680004,CORTISOL BIND. GLOB (CBG),Q CORTISOL BIND.GLOB (CBG),,39
1409127,Q CK MB,Q CK MB,,39
4865034,SGPG Ab. IgM,SGPG Ab. IgM,"31666-1",39
6418003,C Burnetti DNA Qual,Coxiella Burnetti DNA Qualitative Real-Time PCR,"23024-3",39
11841284,COXSACKIE A9 AB,COXSACKIE A9 AB (CCH),"9757-6",39
227213,Height.,Height.,,39
227427,Width,Width,,39
227466,Texture,Texture,,39
235152,Cyanide Level,MCODES_Cyanide Level,,39
232805,MRI UE Joint without Contrast,MRI UE Joint without Contrast PAH,,39
2540001,"H. PYLORI AB (IGG), WB","Q H.PYLORI AB (IGG), WB",,39
3024001,TV GLUCOSE,C TV GLUCOSE,"19153-6",39
3382067,COAG FACTOR II ACTIVITY,Q COAG FACTOR II AC*,,39
4267026,"ALLERGEN, FUNGI/MOLD, PHOMA BETAE IGE","C ALLERGEN, FUNGI/MOLD, PHOMA BETAE IGE","6216-6",39
5023010,HD Interp,Huntington Interpretation,"50621-2",39
11841409,"TETANUS AB, IGG","TETANUS AB, IGG (CCH)","6367-7",39
170678,"AMINO ACID, HPLC INT","C AMINO ACID, HPLC INT","20671-4",39
4855487,(gDNA).MYC (Number of Cells),(gDNA).MYC (Number of Cells),,39
4857315,C Psittaci IgG,C Psittaci IgG,"6916-1",39
4269026,"ALLERGEN, FOOD, PORK IGE","C ALLERGEN, FOOD, PORK IGE","6219-0",39
7909003,PROSTATE SPECIFIC ANTIGEN TOTAL,C TOTAL PSA,,39
11842284,COXSACKIE A7 AB,COXSACKIE A7 AB (CCH),"9755-0",39
11843283,COXSACKIE A4 AB,COXSACKIE A4 AB (CCH),"9754-3",39
226270,Shape,Shape,,39
235194,.Veno Sup Vena C,Veno Sup Vena C,,39
239418,.Spine AP and Lateral Entire PMC,EXPIRED  Spine AP and Lateral Entire PMC,,39
171856,"GLUCOSE, 2 HOUR POSTPRANDIAL","Q GLUCOSE, 2 HOUR POSTPRANDIAL","1521-4",39
4856270,Circl Anticoag,Circulating Anticoagulant,,39
4857331,C Trac DK Int,C Trachomatis (DK) Interpretation,"44005-7",39
4858331,C Trac DK IgM,C Trachomatis (DK) IgM,"6920-3",39
4264024,"ALLERGEN, ANIMAL, FEATHER MIX IGE","C ALLERGEN, ANIMAL, FEATHER MIX IGE","31161-3",39
4265025,ASPERGILLUS FUMIGATUS #1,C ASPERGILLUS FUMIGATUS #1,"6808-0",39
11842432,"VZV AG, IGG","VZV AG, IGG (CCH)","5403-1",39
11923228,SMITH/RNP ANTIBODIES,SMITH/RNP ANTIBODIES (LC),,39
11844283,COXSACKIE A2 AB,COXSACKIE A2 AB (CCH),"9753-5",39
159386,ACETONE,C ACETONE,"5568-1",39
232596,.Art Abdom Aort,Art Abdom Aort,,39
235603,.MRI Brain with Injection,MRI Brain with Injection,,39
239685,Nuc Med Radiopharm RX Oral Admin HUP,Nuc Med Radiopharm RX Oral Admin HUP,,39
4860315,C Pneumo IgM,C Pneumoniae IgM,"6914-6",39
4530022,C NMDAR SERUM,C NMDAR SERUM,,39
4858775,N-Meth Time,N-Methylhistamine Time,"2162-6",39
5026015,HD Allele 2,Huntington Allele 2,"49638-0",39
5027012,HD Allele 1,Huntington Allele 1,"49637-2",39
344003,PROSTATE SPECIFIC ANTIGEN PERCENT FREE,PROSTATE SPECIFIC AG PERCENT FREE,"12841-3",39
11845414,"TOXOPLASMA AB, IGM","TOXOPLASMA AB, IGM (CCH)","8040-8",39
11919731,HCV GENOSURE(R) NS3/4A INTERP,HCV GENOSURE(R) NS3/4A INTERP (LC),,39
228122,Total Ami + Nor,Total Ami + Nor,,38
4862563,Histoplasma Ag Urine,Histoplasma Ag Urine,"48952-6",38
4857778,Normal Cell 20 (Interp),Normal Cell 20 (Interp),,38
1411008,URIC ACID URINE 24 HOUR,"Q URIC ACID, 24 HOUR URI*","3087-4",38
3024002,PROBE FOR TB COMPLEX,Q PROBE FOR TB COMPLEX,,38
3998004,PHOSPHOLIPID NEUTRALIZATION,Q PHOSPHOLIPID NEUTRALIZATION,,38
5050002,UIFE INTERP UPEP,C UIFE INTERP UPEP,"13438-7",38
8712011,TRAMADOL,Q TRAMADOL,,38
11921572,COMMENT,COMMENT: (LC),,38
17598005,IDH2,IDH2,,38
227439,Urine Uric Acid g/TV,Urine Uric Acid g/TV,,38
232399,US Pregnancy Uterus Limited PMC,US Pregnancy Uterus Limited PMC,,38
234173,.Kidney Image with Flow and Function,Kidney Image with Flow and Function PAH,,38
4860854,Path Appr Imm,Path Approval (Immunology),,38
323018,QUESTION,QUESTION,,38
3127003,"CREATINE, SERUM","Q CREATINE,SERUM",,38
4265026,THERMOACTINOMYCES CANDIDUS,C THERMOACTINOMYCES CANDIDUS,"21560-8",38
4268026,SACCHAROMONOSPORA VIRIDIS,C SACCHAROMONOSPORA VIRIDIS,"22572-2",38
4861446,Fentanyl Urine,"Fentanyl and Metab, Urine","3637-6",38
5030006,Cryptococcus Ab,Cryptococcus Antibody,,38
11917735,"SOLUBLE LIVER AG ANTIBODY, IGG","ANTI-SLA, IGG (LC)",,38
11923784,"G008-IGE BLUEGRASS, KENTUCKY","G008-IGE BLUEGRASS, KENTUCKY (LC)",,38
11925073,VITAMIN K1,VITAMIN K1 (LC),,38
11928249,RHEUMATOID FACTOR LEVELS IGA,RHEUMATOID FACTOR LEVELS IGA* (LC),,38
232724,OSFR,UNKNOWN item template,,38
171371,HIV DETECTION BY PCR,C HIV DETECTION BY PCR,"44871-2",38
160704,JC VIRUS SOURCE,JC VIRUS SOURCE,"31208-2",38
4858321,cre mg 17 Keto,cre mg 17 keto,"20624-3",38
4861483,(gDNA).ATM (Number of Cells),(gDNA).ATM (Number of Cells),,38
4267025,AUREOBASIDIUM PULLULANS,C AUREOBASIDIUM PULLULANS,"6810-6",38
4269025,THERMOACTINOMYCES VULGARIS #1,C THERMOACTINOMYCES VULGARIS #1,"6821-3",38
6114008,IGF BINDING PROTEIN-1,C IGF BINDING PROTEIN-1,"12722-5",38
6709004,"HDL, LARGE","Q HDL, LARGE",,38
9333003,"11-Deoxycorticosterone, Quant","11-Deoxycorticosterone, Quant","1657-6",38
4485001,"25 HYDROXY VITAMIN D TOTAL","Q VITAMIN D, 25 OH,*",,38
11923475,DIRECTOR REVIEW,DIRECTOR REVIEW: (LC),,38
11925915,"GABAPENTIN, SERUM","GABAPENTIN, SERUM (LC)",,38
18310012,UPHS CV RIGHT MID RADIAL ARTERY PSV,UPHS CV RIGHT MID RADIAL ARTERY PSV,,38
235626,Perc Transhep Biliary Drain HUP,Perc Transhep Biliary Drain HUP,,38
234180,".Oligoclonal Bands, CSF","Oligoclonal  Bands, CSF PAH",,38
235319,Somatomedin C,Somatomedin C PAH,,38
4866019,S Amph Conf,Serum Amphetamine Confirmation,"66127-2",38
1408112,Q HOMOCYSTEINE,Q HOMOCYSTEINE,,38
4861633,INS120,"Insulin, 120 Min.","27826-7",38
11920042,PLATELETS,"PLT COUNT, CITRATED BLD (LC)",,38
11921042,PTT,APTT (LC),,38
11921471,AG METHOD,METHODOLOGY: (LC),,38
11925572,CELL POPULATION,CELL POPULATION (LC),,38
11929127,ANTI-GM1 (IGG),ANTI-GM1 (IGG)* (LC),,38
17209003,HISTO QT,HISTO QT,"48952-6",38
159826,INHIB SCREEN PT PATIENT 30 MIN,C INHIB SCREEN PT PATIENT 30 MIN,,38
163848,LEUKOCYTE ALKALINE PHOSPHATASE,C LEUKOCYTE ALKALINE P,,38
171138,DATE RAPAMYCIN GIVEN,DATE RAPAMYCIN GIVEN,,38
227255,Amitriptyline (AMTR),Amitriptyline (AMTR),,38
233932,Histone Ab,LEAN Histone Ab,,38
231876,B E Antibody.,B E Antibody PAH,,38
160548,JC VIRUS PCR,C JC VIRUS PCR,"33295-7",38
1408023,Q CLASS,Q CLASS,"15894-9",38
4266025,ASPERGILLUS FUMIGATUS #2,C ASPERGILLUS FUMIGATUS #2,"29334-0",38
4789005,HDL PARTICLE NUMBER,C HDL PARTICLE NUMBER,"49748-7",38
11919469,CALR MUTATION DETECTION RESULT,CALR MUTATION DETECTION RESULT (LC),,38
11926131,ANTI-GM1 (IGM),ANTI-GM1 (IGM)* (LC),,38
12635006,"11-Nor-9-carboxy-THC, S/P, Quant","11-Nor-9-carboxy-THC, S/P, Quant","8170-3",38
17105003,Toxocara Antibody,Toxocara Antibody,"43225-2",38
226101,Meconium Or Blood Visible,Meconium Or Blood Visible,,38
228290,Fetal Lung Maturity Assessment,Fetal Lung Maturity Assessment,,38
229706,S&I Angio Extremity PMC,S&I Angio Extremity PMC,,38
237715,Myocard Perf Rest/Stress SPECT,Myocard Perf Rest/Stress SPECT PAH,,38
3132001,BANANA (F92) IGE,Q BANANA (F92) IGE,,38
3376062,ALLERGEN SPECIFIC IGE WHITEFISH,Q ALLERGEN SPECIFIC IGE WHITEFISH,,38
11920473,REFERENCES,REFERENCES: (LC),,38
11922231,HEMOGLOBIN C,HEMOGLOBIN C (Q),,38
11926142,ANTI-MYELIN ASSOC. GLY. IGM,ANTI-MYELIN ASSOC. GLY. IGM,,38
12776004,ADALIMUMAB ACTIVITY,ADALIMUMAB ACTIVITY,"74117-3",38
18038263,RLOWARMBP,RIGHT LOW ARM BP,,38
18037298,SEREA,STRESS ECHO RECOVERY EA,,38
159219,AMYLASE S/O,C AMYLASE S/O,,38
233552,White Blood Cell Loc Limited PMC,White Blood Cell Loc Limited PMC,,38
239244,Fluoro <1 Hour PMC,Fluoro <1 Hour PMC,,38
231787,Cortisol 60 min Post Cortrosyn,MCODES_Cortisol 60min Post Cortrosyn LIO,,38
1410023,ORANGE (F33) IGE,Q ORANGE (F33) IGE,"6194-5",38
11912349,COMMENT(S),COMMENT(S) (Q),,38
11923778,F202-IGE CASHEW NUT,F202-IGE CASHEW NUT (LC),,38
12367045,DESMETHYLTRAMADOL,DESMETHYLTRAMADOL (Q),"18338-4",38
17207003,HISTO INT,HISTO INT,"44524-7",38
18036033,UPPER ARTERIAL RIGHT ARM DIST BRACHIAL SYS MAX,UPPER ARTERIAL RIGHT ARM DIST BRACHIAL SYS MAX,,38
18034192,RSSAPCP,RIGHT SS AP CALF PROX,,38
18034202,LMIDGRAFTFV,LEFT MID GRAFT FLOW VOL,,38
234430,Pelvis 3 Views,Pelvis 3 Views PAH,,38
239299,Gliadin IgG Antibody,Gliadin IgG Antibody PAH,,38
227817,Ertapenem MIC,Ertapenem MIC,,38
4855366,Diuretic Screen,Diuretic Screen,"12288-7",38
4860563,Histo Ag U Interp,Histo Ag U Interp,"44525-4",38
2862001,"METANEPHRINES, TOTAL","Q METANEPHRINES, TO*",,38
3496002,PHENOSENSE HIV COMPREHENSIVE,Q PHENOSENSE HIV COMPREHENSIVE,,38
4263021,INTERLEUKIN 2 RECEPTOR BY MAFD,C INTERLEUKIN 2 RECEPTOR BY MAFD,"33939-0",38
